# z mu sigma
1.806205 20.651441 0.140961
1.806257 20.636305 0.140963
1.806430 20.702099 0.140970
1.806447 20.727505 0.140971
1.806565 20.825156 0.140975
1.808155 20.670392 0.141037
1.808232 20.539873 0.141040
1.808465 20.749219 0.141049
1.808545 20.735182 0.141052
1.808587 20.791677 0.141054
1.808592 20.833228 0.141054
1.808687 20.739815 0.141058
1.808808 20.713881 0.141062
1.809003 20.742069 0.141070
1.809057 20.579943 0.141072
1.809200 20.688565 0.141078
1.809202 20.525493 0.141078
1.809279 20.817657 0.141081
1.810020 20.764741 0.141109
1.810046 20.747107 0.141110
1.810387 21.013472 0.141124
1.810466 20.574329 0.141127
1.810973 20.781665 0.141146
1.811033 20.715683 0.141149
1.811520 20.850831 0.141168
1.811533 20.931110 0.141168
1.811648 20.642844 0.141173
1.811868 21.006576 0.141181
1.812180 20.891400 0.141193
1.812400 20.665443 0.141202
1.812755 20.761441 0.141216
1.812778 20.640482 0.141216
1.812928 20.730917 0.141222
1.813133 20.655049 0.141230
1.813186 20.891471 0.141232
1.813311 20.872386 0.141237
1.813467 20.394164 0.141243
1.813582 20.757914 0.141248
1.813653 20.587650 0.141250
1.813875 20.813359 0.141259
1.813900 21.094156 0.141260
1.813901 20.785416 0.141260
1.814065 20.884956 0.141266
1.814179 20.929272 0.141271
1.814208 20.867011 0.141272
1.814515 20.992189 0.141284
1.814811 20.934838 0.141295
1.814959 20.582565 0.141301
1.815078 20.928956 0.141306
1.815109 20.595925 0.141307
1.815129 20.699641 0.141308
1.815131 20.849635 0.141308
1.815245 20.529001 0.141312
1.815263 20.487973 0.141313
1.815710 20.752304 0.141330
1.815839 20.741588 0.141335
1.815911 20.848111 0.141338
1.815940 20.844397 0.141339
1.816160 20.959149 0.141348
1.816353 20.797086 0.141355
1.816461 20.939284 0.141359
1.816512 20.921649 0.141361
1.816694 20.814924 0.141369
1.816930 20.706683 0.141378
1.816936 20.812939 0.141378
1.817187 20.858349 0.141388
1.817227 20.989149 0.141389
1.817241 20.640339 0.141390
1.817241 20.864393 0.141390
1.817370 20.829161 0.141395
1.817486 20.846555 0.141399
1.817687 20.734618 0.141407
1.817738 20.955416 0.141409
1.818089 20.621025 0.141423
1.818093 20.844229 0.141423
1.818112 20.755971 0.141424
1.818640 20.774832 0.141444
1.819021 20.693085 0.141459
1.819405 20.812632 0.141474
1.819524 20.680680 0.141479
1.819573 21.053454 0.141481
1.819723 20.756814 0.141486
1.819729 20.796714 0.141487
1.819753 20.711310 0.141487
1.819971 20.763865 0.141496
1.820006 21.009501 0.141497
1.820011 20.602673 0.141498
1.820257 20.793597 0.141507
1.820368 20.740261 0.141511
1.820637 20.832295 0.141522
1.820912 20.688875 0.141533
1.821062 20.832616 0.141538
1.821256 20.795001 0.141546
1.821614 20.733828 0.141560
1.821689 20.721012 0.141563
1.821725 20.869791 0.141564
1.821837 20.926749 0.141569
1.821840 20.877202 0.141569
1.821880 20.770409 0.141570
1.822135 21.037691 0.141580
1.822216 20.835881 0.141583
1.822245 20.677790 0.141584
1.822396 20.840461 0.141590
1.822513 20.759332 0.141595
1.822723 20.659677 0.141603
1.823011 20.452989 0.141614
1.823308 20.984055 0.141626
1.823329 20.614745 0.141627
1.823538 20.892009 0.141635
1.823674 20.593764 0.141640
1.824002 20.958845 0.141653
1.824414 20.997451 0.141669
1.824465 20.900419 0.141671
1.824648 20.629859 0.141678
1.824743 20.864827 0.141682
1.825045 20.773504 0.141694
1.825173 20.794556 0.141698
1.825513 20.682846 0.141712
1.825918 20.920428 0.141728
1.826115 20.953703 0.141735
1.826199 20.734079 0.141738
1.826435 20.468552 0.141748
1.826460 21.012043 0.141749
1.826568 20.662399 0.141753
1.826601 20.576952 0.141754
1.826663 20.934690 0.141757
1.826718 20.608605 0.141759
1.827184 20.678333 0.141777
1.827331 20.658393 0.141783
1.827371 20.712035 0.141784
1.827387 20.864800 0.141785
1.827472 20.500686 0.141788
1.827562 20.809549 0.141792
1.827784 21.106308 0.141800
1.827880 20.929072 0.141804
1.827954 20.691442 0.141807
1.827965 20.790788 0.141807
1.828360 20.766020 0.141823
1.828428 20.806802 0.141825
1.828564 20.712761 0.141831
1.828601 20.748577 0.141832
1.828616 20.579037 0.141833
1.828821 20.675038 0.141841
1.828847 20.973763 0.141842
1.828873 20.724710 0.141843
1.828899 20.859855 0.141844
1.828915 20.712999 0.141844
1.828955 20.784469 0.141846
1.829132 20.907885 0.141853
1.829183 20.763368 0.141855
1.829341 20.891363 0.141861
1.829361 20.759460 0.141862
1.829411 20.880417 0.141864
1.829642 20.382237 0.141873
1.829795 20.799825 0.141879
1.830280 20.678716 0.141898
1.830575 20.580541 0.141909
1.830668 20.986151 0.141913
1.830705 20.843046 0.141914
1.830833 20.865531 0.141919
1.831013 20.712313 0.141926
1.831061 21.000218 0.141928
1.831122 20.634831 0.141930
1.831170 20.878323 0.141932
1.831364 20.830992 0.141940
1.831432 20.810826 0.141943
1.831460 20.738848 0.141944
1.831477 20.983526 0.141944
1.831707 20.863896 0.141953
1.831780 20.975096 0.141956
1.832129 20.876569 0.141970
1.832296 20.772693 0.141976
1.832545 20.865858 0.141986
1.832632 20.752574 0.141989
1.833295 20.837321 0.142015
1.833309 20.975669 0.142016
1.833468 20.915912 0.142022
1.833524 20.652911 0.142024
1.833919 20.704557 0.142040
1.834226 20.707566 0.142052
1.834538 20.931300 0.142064
1.834539 21.039513 0.142064
1.835095 20.802231 0.142086
1.835344 20.681650 0.142095
1.835398 20.651467 0.142097
1.835438 20.715426 0.142099
1.835566 21.011964 0.142104
1.835883 20.712856 0.142116
1.835935 20.809522 0.142118
1.835956 20.893009 0.142119
1.836087 20.887639 0.142124
1.836093 20.791213 0.142125
1.836173 20.583760 0.142128
1.836363 20.752706 0.142135
1.836366 20.774533 0.142135
1.836542 20.803193 0.142142
1.836563 20.554903 0.142143
1.836805 20.767583 0.142152
1.837065 21.004862 0.142163
1.837163 20.776253 0.142166
1.837192 20.796793 0.142168
1.837662 20.819238 0.142186
1.837809 20.817026 0.142192
1.837862 20.649481 0.142194
1.838001 20.652597 0.142199
1.838118 20.840251 0.142204
1.838186 21.030539 0.142206
1.838335 20.861240 0.142212
1.838378 20.670418 0.142214
1.838487 20.720880 0.142218
1.838622 20.918215 0.142223
1.838889 20.863861 0.142234
1.839266 21.031814 0.142249
1.839702 20.904375 0.142266
1.839965 20.600657 0.142276
1.840086 20.604775 0.142281
1.840260 20.879897 0.142287
1.840365 20.613302 0.142292
1.840398 20.754861 0.142293
1.840481 20.666736 0.142296
1.840535 20.833197 0.142298
1.840991 20.580087 0.142316
1.841004 20.667835 0.142317
1.841072 20.639483 0.142319
1.841216 20.429503 0.142325
1.841558 20.929460 0.142338
1.841811 20.762073 0.142348
1.841879 20.953081 0.142351
1.842233 20.771827 0.142365
1.842375 20.746791 0.142370
1.842681 20.927720 0.142382
1.843207 21.054418 0.142403
1.843402 20.728745 0.142410
1.843488 20.739613 0.142414
1.843497 20.803088 0.142414
1.843633 20.719645 0.142419
1.843699 20.772422 0.142422
1.843926 20.597210 0.142431
1.844057 20.787780 0.142436
1.844068 20.691634 0.142437
1.844110 20.831635 0.142438
1.844281 20.801451 0.142445
1.845459 20.590902 0.142491
1.845820 20.683473 0.142505
1.845887 20.664714 0.142508
1.845975 20.755237 0.142511
1.846103 20.974956 0.142516
1.846173 21.022089 0.142519
1.846900 20.834909 0.142547
1.846906 20.942533 0.142548
1.846937 20.737934 0.142549
1.847110 20.718066 0.142556
1.847402 21.000477 0.142567
1.847485 20.764734 0.142570
1.847558 20.674886 0.142573
1.847847 20.855867 0.142585
1.848016 20.774914 0.142591
1.848050 21.032483 0.142593
1.848291 21.000531 0.142602
1.848910 20.909051 0.142626
1.849299 20.925021 0.142642
1.849341 20.764217 0.142643
1.849413 20.642803 0.142646
1.849479 20.635155 0.142649
1.849524 20.850927 0.142650
1.849597 20.791130 0.142653
1.849755 20.753144 0.142659
1.849886 20.998772 0.142665
1.849910 20.664072 0.142665
1.849930 20.717599 0.142666
1.850242 20.767662 0.142678
1.850430 20.557645 0.142686
1.850966 20.833598 0.142707
1.851353 20.686323 0.142722
1.851446 21.063107 0.142726
1.851499 20.699957 0.142728
1.851508 20.830048 0.142728
1.851535 21.042411 0.142729
1.851579 20.652448 0.142731
1.851838 20.775018 0.142741
1.851945 20.854447 0.142745
1.852098 20.538894 0.142751
1.852232 20.896172 0.142757
1.852268 20.639178 0.142758
1.852350 20.723171 0.142761
1.852605 20.646379 0.142771
1.852980 20.733651 0.142786
1.853003 20.798635 0.142787
1.853191 20.995468 0.142794
1.853277 20.715224 0.142798
1.853416 20.750853 0.142803
1.853569 20.780793 0.142809
1.853790 20.690088 0.142818
1.853816 20.675291 0.142819
1.853984 20.973375 0.142825
1.854002 20.812620 0.142826
1.854351 21.002240 0.142840
1.854387 20.784384 0.142841
1.854399 20.813435 0.142842
1.854455 20.871427 0.142844
1.854498 20.643573 0.142846
1.854795 20.733486 0.142857
1.854854 20.887986 0.142859
1.855175 21.084212 0.142872
1.855295 20.652367 0.142877
1.855309 21.063279 0.142877
1.855339 20.763059 0.142879
1.855408 20.783905 0.142881
1.855413 20.651652 0.142881
1.855425 20.760790 0.142882
1.855504 20.735710 0.142885
1.855630 20.756348 0.142890
1.855801 20.683680 0.142897
1.856040 20.972869 0.142906
1.856104 20.703260 0.142909
1.856656 20.646579 0.142930
1.856917 21.029549 0.142941
1.856991 20.670693 0.142943
1.857144 20.801186 0.142949
1.857261 20.906598 0.142954
1.857555 20.862814 0.142966
1.857658 20.980240 0.142970
1.858245 21.039632 0.142993
1.858284 21.186805 0.142994
1.858339 20.814049 0.142996
1.858345 20.840612 0.142997
1.858723 20.522729 0.143012
1.858780 21.039376 0.143014
1.858808 20.881377 0.143015
1.859211 20.922685 0.143031
1.859372 20.911355 0.143037
1.859382 20.819076 0.143037
1.859473 20.713089 0.143041
1.859487 20.675355 0.143042
1.859538 20.979220 0.143044
1.859722 20.623667 0.143051
1.860003 20.852405 0.143062
1.860442 20.666036 0.143079
1.860474 20.782800 0.143080
1.860978 20.708770 0.143100
1.861115 20.944417 0.143106
1.861178 20.810639 0.143108
1.861267 20.787971 0.143112
1.861687 20.902740 0.143128
1.862045 20.985116 0.143142
1.862177 20.885646 0.143147
1.862180 20.798357 0.143147
1.862330 21.009842 0.143153
1.862600 20.843107 0.143164
1.863395 20.787141 0.143195
1.863574 21.038684 0.143202
1.863591 20.818343 0.143203
1.863605 20.915531 0.143204
1.863688 20.971195 0.143207
1.864080 20.576463 0.143222
1.864094 20.753372 0.143223
1.864112 20.734260 0.143224
1.864217 20.772930 0.143228
1.864395 20.867432 0.143235
1.864456 20.810294 0.143237
1.864657 20.917442 0.143245
1.864692 20.861263 0.143246
1.864795 20.908213 0.143250
1.864920 20.941614 0.143255
1.865045 20.745233 0.143260
1.865388 20.698104 0.143274
1.865514 20.807367 0.143279
1.865651 20.926669 0.143284
1.865858 20.931842 0.143292
1.865951 20.859258 0.143296
1.865955 20.986870 0.143296
1.865955 20.646271 0.143296
1.866016 20.972207 0.143298
1.866025 20.677912 0.143299
1.866092 20.810749 0.143301
1.866323 20.915849 0.143311
1.866382 20.809406 0.143313
1.866421 20.909080 0.143314
1.866455 20.597068 0.143316
1.866575 20.789677 0.143320
1.866620 20.636766 0.143322
1.866624 20.926729 0.143322
1.866731 20.689939 0.143327
1.866902 20.906698 0.143333
1.867048 20.864116 0.143339
1.867176 20.735888 0.143344
1.867260 20.629034 0.143347
1.867721 20.664449 0.143366
1.867992 20.771241 0.143376
1.868003 20.583774 0.143377
1.868104 21.033142 0.143381
1.868110 20.829232 0.143381
1.868222 20.907147 0.143385
1.868288 20.870415 0.143388
1.868357 20.630320 0.143391
1.868368 20.874486 0.143391
1.868699 20.894265 0.143404
1.868807 20.847047 0.143408
1.868839 20.938359 0.143410
1.868840 20.688315 0.143410
1.868902 20.804194 0.143412
1.869143 21.155295 0.143422
1.869156 21.044016 0.143422
1.869231 20.451271 0.143425
1.869267 20.854114 0.143427
1.869303 20.799622 0.143428
1.869397 20.924800 0.143432
1.869400 20.554587 0.143432
1.869485 20.795319 0.143435
1.869487 20.843032 0.143435
1.869550 20.976582 0.143438
1.869566 20.802199 0.143438
1.869983 20.653820 0.143455
1.870407 20.828971 0.143472
1.870859 20.874383 0.143489
1.871085 20.967272 0.143498
1.871243 20.894596 0.143504
1.871317 20.613923 0.143507
1.871366 21.095817 0.143509
1.871662 20.949195 0.143521
1.872010 21.069915 0.143535
1.872021 20.729587 0.143535
1.872039 20.923507 0.143536
1.872052 21.178078 0.143536
1.872384 20.800533 0.143549
1.872527 20.762011 0.143555
1.872664 20.891623 0.143561
1.872791 20.895955 0.143566
1.872943 20.875884 0.143572
1.873021 21.014886 0.143575
1.873032 20.861313 0.143575
1.873036 20.853793 0.143575
1.873039 20.695006 0.143575
1.873259 20.724492 0.143584
1.873971 20.592293 0.143612
1.873978 20.840440 0.143612
1.874017 20.806552 0.143614
1.874233 20.915725 0.143622
1.874240 20.732756 0.143623
1.874241 20.814595 0.143623
1.874245 20.929075 0.143623
1.874751 20.739299 0.143643
1.874827 20.703770 0.143646
1.874906 20.668040 0.143649
1.875384 21.015694 0.143668
1.875465 20.806744 0.143671
1.875626 20.967406 0.143677
1.875630 20.620089 0.143678
1.875698 20.825903 0.143680
1.875765 20.748236 0.143683
1.876158 20.815783 0.143698
1.876199 20.968971 0.143700
1.876375 20.777289 0.143707
1.876495 20.895486 0.143712
1.876504 20.918326 0.143712
1.876839 20.955538 0.143725
1.877274 20.563394 0.143743
1.877594 20.926500 0.143755
1.878105 20.532173 0.143775
1.878304 20.754643 0.143783
1.878702 20.809945 0.143799
1.878806 20.924961 0.143803
1.879000 20.959370 0.143811
1.879184 20.681607 0.143818
1.879324 20.816075 0.143824
1.879427 20.744012 0.143828
1.879626 20.751588 0.143835
1.879678 20.874941 0.143838
1.879713 20.939432 0.143839
1.879786 20.758686 0.143842
1.880069 20.766815 0.143853
1.880100 20.946834 0.143854
1.880105 20.917472 0.143854
1.880418 20.789745 0.143867
1.880937 20.920291 0.143887
1.881089 20.966721 0.143893
1.881092 21.137588 0.143893
1.881218 20.968287 0.143898
1.881257 20.992351 0.143900
1.881352 20.650790 0.143904
1.881438 20.565225 0.143907
1.881594 20.877481 0.143913
1.881785 20.909053 0.143921
1.882213 21.001428 0.143938
1.882215 20.827479 0.143938
1.882302 20.599289 0.143941
1.882598 20.838645 0.143953
1.882626 20.774027 0.143954
1.882648 20.896598 0.143955
1.882913 20.981804 0.143965
1.883177 20.727634 0.143976
1.883179 20.821441 0.143976
1.883423 21.003150 0.143986
1.883459 20.819091 0.143987
1.883696 20.764740 0.143996
1.883743 21.002974 0.143998
1.884004 20.631099 0.144009
1.884102 21.036920 0.144012
1.884245 20.802646 0.144018
1.884911 20.700258 0.144044
1.884995 21.095072 0.144048
1.885161 21.030013 0.144054
1.885206 20.976353 0.144056
1.885546 20.838258 0.144070
1.885980 20.914712 0.144087
1.886442 20.892432 0.144105
1.886501 20.950560 0.144107
1.886554 21.074662 0.144110
1.886666 20.867556 0.144114
1.886709 20.980215 0.144116
1.886799 21.106366 0.144119
1.886802 20.880561 0.144119
1.886815 20.735685 0.144120
1.887122 20.884054 0.144132
1.887144 20.907584 0.144133
1.887281 20.835565 0.144138
1.887331 20.953014 0.144140
1.887436 20.868600 0.144144
1.887541 21.065152 0.144149
1.887573 20.525007 0.144150
1.887857 20.687423 0.144161
1.888523 20.807107 0.144188
1.888648 20.679052 0.144192
1.888785 20.883029 0.144198
1.888970 20.845933 0.144205
1.888979 21.245097 0.144206
1.889052 20.879748 0.144208
1.889183 20.846665 0.144214
1.889353 20.730408 0.144220
1.890330 20.955708 0.144259
1.890463 20.891756 0.144264
1.890530 20.841560 0.144267
1.890563 20.911062 0.144268
1.890806 20.655214 0.144278
1.890885 20.781288 0.144281
1.890978 20.759812 0.144285
1.891013 21.020781 0.144286
1.891274 20.904982 0.144297
1.891332 20.819372 0.144299
1.891395 21.227989 0.144301
1.891415 20.712118 0.144302
1.891499 20.974266 0.144305
1.891603 21.040974 0.144310
1.891736 21.003684 0.144315
1.892068 20.809492 0.144328
1.892276 20.771841 0.144336
1.892436 20.782085 0.144343
1.892467 20.738876 0.144344
1.892499 20.937502 0.144345
1.892653 20.967525 0.144351
1.892705 20.854206 0.144353
1.893164 20.800813 0.144371
1.893177 21.004989 0.144372
1.893414 20.884864 0.144381
1.893574 20.606719 0.144388
1.893598 20.924426 0.144389
1.893790 20.709567 0.144396
1.893987 21.138837 0.144404
1.894040 20.837029 0.144406
1.894093 20.923489 0.144408
1.894188 21.168489 0.144412
1.894255 20.801012 0.144415
1.894430 20.895663 0.144422
1.894465 20.694003 0.144423
1.894485 20.952164 0.144424
1.894541 20.818807 0.144426
1.894654 21.081953 0.144431
1.894926 20.682511 0.144441
1.894945 20.667028 0.144442
1.894992 20.835546 0.144444
1.895004 20.919990 0.144444
1.895131 20.754414 0.144450
1.895155 20.915161 0.144450
1.895275 20.969263 0.144455
1.895530 20.549202 0.144465
1.895581 20.641500 0.144467
1.895740 20.854680 0.144474
1.896145 20.830227 0.144490
1.896246 20.829068 0.144494
1.896421 20.861572 0.144501
1.896610 21.068271 0.144508
1.896727 20.679215 0.144513
1.896779 20.998768 0.144515
1.896930 20.880686 0.144521
1.897031 20.592637 0.144525
1.897119 20.795434 0.144528
1.897239 20.957162 0.144533
1.897332 20.892314 0.144537
1.897430 20.847077 0.144541
1.897760 20.882774 0.144554
1.898042 20.948609 0.144565
1.898296 20.844882 0.144575
1.898326 20.897991 0.144576
1.898355 20.776973 0.144577
1.898422 20.805123 0.144580
1.898681 21.132996 0.144590
1.899093 20.975125 0.144607
1.899178 20.881257 0.144610
1.899343 20.966427 0.144617
1.899669 21.003225 0.144630
1.899700 20.970990 0.144631
1.899746 20.978193 0.144633
1.899750 20.789646 0.144633
1.899800 21.069444 0.144635
1.900066 20.855587 0.144645
1.900213 20.986605 0.144651
1.900220 20.893193 0.144652
1.900235 20.736710 0.144652
1.900238 20.661541 0.144652
1.900658 20.826468 0.144669
1.900699 20.583014 0.144671
1.900726 21.103615 0.144672
1.900851 20.772170 0.144677
1.900871 20.856903 0.144677
1.900990 20.890685 0.144682
1.901090 20.900604 0.144686
1.901261 20.716195 0.144693
1.901327 20.687847 0.144696
1.901365 21.108986 0.144697
1.901411 20.895591 0.144699
1.901411 20.800256 0.144699
1.901566 20.683650 0.144705
1.901709 20.471835 0.144711
1.902105 20.942569 0.144727
1.902182 20.737194 0.144730
1.902342 20.751869 0.144736
1.902468 21.036094 0.144741
1.902526 20.622160 0.144743
1.902589 20.937594 0.144746
1.902750 20.842489 0.144752
1.902776 20.915965 0.144753
1.902800 20.641309 0.144754
1.902973 20.960731 0.144761
1.902998 20.465903 0.144762
1.903227 21.044760 0.144771
1.903526 21.139781 0.144783
1.903589 21.040227 0.144786
1.903626 20.878672 0.144787
1.904110 21.016450 0.144806
1.904283 21.003805 0.144813
1.904696 21.091084 0.144830
1.904908 21.080843 0.144838
1.904934 20.899932 0.144839
1.904942 20.876580 0.144839
1.904956 20.881987 0.144840
1.905438 20.962463 0.144859
1.905656 21.017910 0.144868
1.906276 20.895536 0.144892
1.906770 21.036729 0.144912
1.906856 20.785613 0.144915
1.906979 21.048761 0.144920
1.907078 20.827860 0.144924
1.907261 20.960163 0.144932
1.907264 20.885543 0.144932
1.907302 21.029986 0.144933
1.907386 20.691710 0.144937
1.907440 20.598286 0.144939
1.907726 20.913163 0.144950
1.907746 20.912389 0.144951
1.907984 20.785619 0.144960
1.908168 20.780640 0.144968
1.908447 20.781834 0.144979
1.908545 20.984656 0.144983
1.908565 20.962080 0.144984
1.908846 20.874735 0.144995
1.908860 20.923629 0.144995
1.908941 21.079232 0.144998
1.908990 20.671267 0.145000
1.909235 21.089265 0.145010
1.909262 21.108145 0.145011
1.909310 20.872770 0.145013
1.909365 20.633538 0.145015
1.909376 20.995480 0.145016
1.909488 20.859374 0.145020
1.910037 20.706723 0.145042
1.910182 21.013932 0.145048
1.910238 20.991596 0.145050
1.910275 20.699093 0.145052
1.910911 21.092761 0.145077
1.911117 20.820910 0.145085
1.911294 20.749521 0.145092
1.911364 20.791099 0.145095
1.911414 21.010339 0.145097
1.911782 21.139038 0.145112
1.911817 20.992406 0.145113
1.911963 20.836586 0.145119
1.912065 20.826244 0.145123
1.912084 20.917251 0.145124
1.912190 20.826731 0.145128
1.912260 20.802268 0.145131
1.912389 21.034047 0.145136
1.912580 21.123280 0.145143
1.912757 20.994467 0.145151
1.912818 21.123805 0.145153
1.912824 21.010919 0.145153
1.913005 20.733826 0.145160
1.913062 21.005375 0.145163
1.913069 21.056581 0.145163
1.913517 21.179040 0.145181
1.913647 20.953836 0.145186
1.913680 21.001788 0.145187
1.913694 20.699366 0.145188
1.913873 20.623230 0.145195
1.914051 20.981330 0.145202
1.914222 20.867262 0.145209
1.914284 20.719171 0.145211
1.914298 20.905472 0.145212
1.914392 20.858509 0.145216
1.914622 20.627410 0.145225
1.914629 20.703139 0.145225
1.914810 20.949560 0.145232
1.914922 20.679903 0.145237
1.915144 20.691747 0.145246
1.915147 20.969717 0.145246
1.915166 20.908648 0.145247
1.915254 20.981049 0.145250
1.915283 21.105785 0.145251
1.915637 21.344989 0.145265
1.915672 20.850522 0.145267
1.915855 20.667018 0.145274
1.916281 20.947783 0.145291
1.916326 21.098626 0.145293
1.916382 20.873266 0.145295
1.916414 20.904228 0.145296
1.916473 21.015362 0.145299
1.916653 20.973587 0.145306
1.916676 21.053170 0.145307
1.916896 20.818833 0.145316
1.916977 20.947349 0.145319
1.917017 21.214401 0.145320
1.917240 20.743094 0.145329
1.917246 20.863717 0.145330
1.917426 21.111082 0.145337
1.917510 20.942903 0.145340
1.917696 20.985273 0.145348
1.918017 20.940908 0.145360
1.918025 20.757330 0.145361
1.918041 21.130206 0.145361
1.918183 20.884544 0.145367
1.918221 20.970778 0.145368
1.918365 20.942733 0.145374
1.918443 20.984968 0.145377
1.918479 20.623361 0.145379
1.918614 20.804012 0.145384
1.918624 20.961368 0.145385
1.918886 20.982791 0.145395
1.919047 21.038582 0.145401
1.919106 20.899917 0.145404
1.919337 21.066252 0.145413
1.919411 20.943190 0.145416
1.919435 21.101650 0.145417
1.919500 20.793035 0.145420
1.919794 20.850657 0.145431
1.919858 21.115207 0.145434
1.920152 20.855513 0.145446
1.920243 20.766718 0.145449
1.920366 20.702725 0.145454
1.920448 21.179332 0.145457
1.920553 20.942121 0.145462
1.920697 20.686647 0.145467
1.920958 20.814546 0.145478
1.921058 20.886623 0.145482
1.921180 20.952831 0.145487
1.921254 20.912026 0.145490
1.921396 20.694439 0.145495
1.921746 20.907550 0.145509
1.922036 21.043435 0.145521
1.922204 20.609334 0.145528
1.922298 20.769025 0.145531
1.922396 20.906630 0.145535
1.922422 20.914113 0.145536
1.922489 21.053011 0.145539
1.922590 21.023337 0.145543
1.922699 20.874317 0.145547
1.922785 20.896582 0.145551
1.922863 20.801846 0.145554
1.922917 20.904573 0.145556
1.922942 20.628501 0.145557
1.923004 21.077970 0.145559
1.923084 20.536038 0.145563
1.923099 20.884482 0.145563
1.923596 20.871704 0.145583
1.923696 20.738048 0.145587
1.923975 21.212132 0.145598
1.924110 20.967713 0.145604
1.924126 20.618570 0.145604
1.924138 21.064989 0.145605
1.924644 20.990975 0.145625
1.924780 20.645532 0.145630
1.924923 20.897511 0.145636
1.925105 20.880174 0.145643
1.925451 20.831012 0.145657
1.925501 20.874951 0.145659
1.925706 20.755953 0.145667
1.925727 20.817850 0.145668
1.926027 20.884894 0.145680
1.926054 20.976989 0.145681
1.926091 20.687087 0.145683
1.926255 21.107330 0.145689
1.926266 20.897559 0.145690
1.926434 20.912200 0.145697
1.926550 20.824740 0.145701
1.926665 20.731391 0.145706
1.927086 20.994334 0.145723
1.927367 20.861250 0.145734
1.927514 20.831683 0.145740
1.927893 20.875698 0.145755
1.928130 20.873815 0.145764
1.928218 20.944536 0.145768
1.928405 20.736119 0.145775
1.928832 20.745791 0.145792
1.929145 21.105943 0.145805
1.929486 20.919538 0.145819
1.929493 20.844472 0.145819
1.929592 20.953183 0.145823
1.929628 21.097359 0.145824
1.929936 21.146045 0.145837
1.930161 20.987220 0.145846
1.930198 20.854107 0.145847
1.930306 21.129763 0.145852
1.930625 21.214536 0.145864
1.930699 20.880155 0.145867
1.930716 20.971003 0.145868
1.930856 20.826341 0.145874
1.931014 21.270131 0.145880
1.931051 20.901831 0.145881
1.931257 21.210726 0.145890
1.931318 20.924171 0.145892
1.931446 20.990574 0.145897
1.931556 21.023643 0.145902
1.931672 20.870689 0.145906
1.931751 20.600985 0.145909
1.931926 20.744672 0.145916
1.931958 21.066526 0.145918
1.932038 20.785070 0.145921
1.932063 20.708585 0.145922
1.932284 20.878364 0.145931
1.932448 20.805169 0.145937
1.932696 20.986201 0.145947
1.933156 20.682665 0.145966
1.933218 21.310897 0.145968
1.933340 20.962762 0.145973
1.933400 21.043267 0.145975
1.933680 20.736702 0.145987
1.933832 20.801012 0.145993
1.933888 20.854552 0.145995
1.933926 20.922424 0.145996
1.934314 21.148652 0.146012
1.934362 21.069053 0.146014
1.934370 21.126478 0.146014
1.934406 20.837091 0.146016
1.934414 20.933341 0.146016
1.934503 20.811573 0.146020
1.935269 21.067672 0.146050
1.935282 20.944332 0.146051
1.935381 21.003539 0.146055
1.935519 20.956299 0.146060
1.935669 21.218799 0.146066
1.935786 20.945888 0.146071
1.936101 20.734420 0.146084
1.936113 20.918945 0.146084
1.936529 21.105325 0.146101
1.936839 20.841217 0.146113
1.936879 20.967953 0.146115
1.936897 20.976318 0.146116
1.936903 21.284338 0.146116
1.937068 21.005608 0.146122
1.937423 20.894756 0.146137
1.937671 21.111039 0.146147
1.938155 20.832764 0.146166
1.938175 20.993456 0.146167
1.938216 20.950679 0.146168
1.938283 21.053448 0.146171
1.938481 20.888296 0.146179
1.938491 20.835344 0.146179
1.938512 20.797183 0.146180
1.938901 20.849708 0.146196
1.939008 20.906948 0.146200
1.939231 20.863313 0.146209
1.939555 20.814035 0.146222
1.939876 20.919756 0.146235
1.939884 20.912819 0.146235
1.939896 20.693339 0.146236
1.940165 20.805909 0.146247
1.940217 20.923092 0.146249
1.940321 21.246568 0.146253
1.940390 20.922643 0.146256
1.940699 21.172744 0.146268
1.940701 20.601968 0.146268
1.940713 21.189565 0.146269
1.940727 20.970908 0.146269
1.940748 21.128867 0.146270
1.941048 20.992692 0.146282
1.941463 20.881661 0.146299
1.942002 20.791373 0.146320
1.942050 20.918812 0.146322
1.942315 21.048742 0.146333
1.942407 20.847398 0.146337
1.942506 21.118219 0.146341
1.942656 20.904314 0.146347
1.942836 21.084547 0.146354
1.942873 21.073027 0.146355
1.942902 20.970869 0.146356
1.942987 20.980177 0.146360
1.943041 20.866344 0.146362
1.943253 21.076182 0.146371
1.943275 21.160974 0.146371
1.943711 20.701905 0.146389
1.943788 20.790053 0.146392
1.943805 20.709915 0.146393
1.944013 20.892100 0.146401
1.944247 21.081031 0.146411
1.944301 20.863048 0.146413
1.944389 20.840386 0.146416
1.944432 20.567102 0.146418
1.944483 20.980723 0.146420
1.944558 20.867418 0.146423
1.944663 21.046796 0.146427
1.944674 21.197499 0.146428
1.944787 20.725446 0.146432
1.944865 20.954833 0.146435
1.944910 20.938714 0.146437
1.944951 20.801095 0.146439
1.945090 20.721183 0.146444
1.945150 20.942269 0.146447
1.945168 21.097755 0.146448
1.945208 20.825571 0.146449
1.945388 21.207797 0.146456
1.945448 20.747292 0.146459
1.945687 20.789816 0.146468
1.945754 20.769408 0.146471
1.945795 20.794674 0.146473
